lg,label,rep,depth,origin,excess,rest,cnt,day,seq_name
3485.0,1023-568,21.0,1,3m5,waste,250.0,2,25,7m
3365.0,1023-631,20.0,1,3m5,waste,250.0,3,25,7m
2740.0,1023-406,17.0,1,3m0,waste,250.0,4,25,7m
2740.0,1023-749,15.0,1,3m0,waste,250.0,5,25,7m
2590.0,1023-479,14.0,1,3m0,waste,250.0,6,25,7m
2535.0,1023-563,13.0,1,3m0,waste,250.0,7,25,7m
2535.0,1023-563,12.0,1,3m0,waste,250.0,8,25,7m
2380.0,1023-889,11.0,1,2m5,waste,250.0,9,25,7m
2105.0,1023-659,9.0,1,2m5,waste,250.0,10,25,7m
1630.0,1023-544,8.0,1,2m0,waste,250.0,11,25,7m
1610.0,1023-271,7.0,1,2m0,waste,250.0,12,25,7m
1610.0,1023-271,6.0,1,2m0,waste,250.0,13,25,7m
1610.0,1023-271,5.0,1,2m0,waste,250.0,14,25,7m
1390.0,1023-822,4.0,1,1m5,waste,250.0,15,25,7m
1340.0,1023-305,3.0,1,1m5,waste,250.0,16,25,7m
1100.0,1023-390,2.0,1,1m5,waste,250.0,17,25,7m
1035.0,1023-711,1.0,1,1m5,waste,250.0,18,25,7m
2145.0,1023-353,10.0,1,2m5,waste,250.0,19,25,7m
3225.0,1023-584,19.0,2,new,,,20,25,7m
3755.0,1023-279,22.0,2,,waste,20.0,20,25,7m
2740.0,1023-749,16.0,2,new,,,21,25,7m
4225.0,1023-414,27.0,2,,waste,35.0,21,25,7m
3000.0,1023-332,18.0,2,new,,,22,25,7m
3930.0,1023-651,24.0,2,,waste,70.0,22,25,7m
3755.0,1023-262,23.0,1,new,3m0,,23,25,7m
4200.0,1023-964,25.0,1,new,2m5,,24,25,7m
4200.0,1023-964,26.0,1,new,2m5,,25,25,7m
4680.0,1023-590,28.0,1,new,2m0,,26,25,7m
4850.0,1023-422,29.0,1,new,2m0,,27,25,7m
4880.0,1023-432,30.0,1,new,2m0,,28,25,7m
4955.0,1023-678,31.0,1,new,2m0,,29,25,7m
5055.0,1023-645,32.0,1,new,1m5,,30,25,7m
5065.0,1023-426,33.0,1,new,1m5,,31,25,7m
5210.0,1023-775,34.0,1,new,1m5,,32,25,7m
5285.0,1023-748,35.0,1,new,1m5,,33,25,7m
5350.0,1023-227,36.0,1,new,1m5,,34,25,7m
5355.0,1023-979,37.0,1,new,1m5,,35,25,7m
5445.0,1023-550,38.0,1,new,1m5,,36,25,7m
5520.0,1023-536,39.0,1,new,1m0,,37,25,7m
5055.0,1023-645,32.0,1,new,waste,945.0,1,25,6m
5065.0,1023-426,33.0,1,new,waste,935.0,2,25,6m
5210.0,1023-775,34.0,1,new,waste,790.0,3,25,6m
5285.0,1023-748,35.0,1,new,waste,715.0,4,25,6m
5350.0,1023-227,36.0,1,new,waste,650.0,5,25,6m
5355.0,1023-979,37.0,1,new,waste,645.0,6,25,6m
5445.0,1023-550,38.0,1,new,waste,555.0,7,25,6m
5520.0,1023-536,39.0,1,new,waste,480.0,8,25,6m
960.0,1023-207,0.0,1,1m0,waste,250.0,9,25,6m
3485.0,1023-568,21.0,1,3m5,waste,250.0,10,25,6m
2740.0,1023-406,17.0,1,3m0,waste,250.0,11,25,6m
2740.0,1023-749,15.0,1,3m0,waste,250.0,12,25,6m
2590.0,1023-479,14.0,1,3m0,waste,250.0,13,25,6m
2535.0,1023-563,13.0,1,3m0,waste,250.0,14,25,6m
1630.0,1023-544,8.0,1,2m0,waste,250.0,15,25,6m
1610.0,1023-271,7.0,1,2m0,waste,250.0,16,25,6m
1610.0,1023-271,6.0,1,2m0,waste,250.0,17,25,6m
1610.0,1023-271,5.0,1,2m0,waste,250.0,18,25,6m
1390.0,1023-822,4.0,1,1m5,waste,250.0,19,25,6m
1340.0,1023-305,3.0,1,1m5,waste,250.0,20,25,6m
1100.0,1023-390,2.0,1,1m5,waste,250.0,21,25,6m
1035.0,1023-711,1.0,1,1m5,waste,250.0,22,25,6m
2740.0,1023-749,16.0,2,new,,,23,25,6m
3225.0,1023-584,19.0,2,,waste,35.0,23,25,6m
2145.0,1023-353,10.0,2,new,,,24,25,6m
3755.0,1023-279,22.0,2,,waste,100.0,24,25,6m
2535.0,1023-563,12.0,2,new,,,25,25,6m
3365.0,1023-631,20.0,2,,waste,100.0,25,25,6m
2105.0,1023-659,9.0,2,new,,,26,25,6m
2380.0,1023-889,11.0,2,,1m5,,26,25,6m
3000.0,1023-332,18.0,1,new,3m0,,27,25,6m
3755.0,1023-262,23.0,1,new,2m0,,28,25,6m
3930.0,1023-651,24.0,1,new,2m0,,29,25,6m
4200.0,1023-964,25.0,1,new,1m5,,30,25,6m
4200.0,1023-964,26.0,1,new,1m5,,31,25,6m
4225.0,1023-414,27.0,1,new,1m5,,32,25,6m
4680.0,1023-590,28.0,1,new,1m0,,33,25,6m
4850.0,1023-422,29.0,1,new,waste,1150.0,34,25,6m
4880.0,1023-432,30.0,1,new,waste,1120.0,35,25,6m
4955.0,1023-678,31.0,1,new,waste,1045.0,36,25,6m
5055.0,1023-645,32.0,1,new,waste,945.0,1,25,SS
5065.0,1023-426,33.0,1,new,waste,935.0,2,25,SS
5210.0,1023-775,34.0,1,new,waste,790.0,3,25,SS
5285.0,1023-748,35.0,1,new,waste,715.0,4,25,SS
5350.0,1023-227,36.0,1,new,waste,650.0,5,25,SS
5355.0,1023-979,37.0,1,new,waste,645.0,6,25,SS
5445.0,1023-550,38.0,1,new,waste,555.0,7,25,SS
5520.0,1023-536,39.0,1,new,waste,480.0,8,25,SS
960.0,1023-207,0.0,1,1m0,waste,125.0,9,25,SS
3485.0,1023-568,21.0,1,3m5,waste,125.0,10,25,SS
3365.0,1023-631,20.0,1,3m5,waste,125.0,11,25,SS
2105.0,1023-659,9.0,1,2m25,waste,125.0,12,25,SS
1630.0,1023-544,8.0,1,1m75,waste,125.0,13,25,SS
1610.0,1023-271,7.0,1,1m75,waste,125.0,14,25,SS
1610.0,1023-271,6.0,1,1m75,waste,125.0,15,25,SS
1610.0,1023-271,5.0,1,1m75,waste,125.0,16,25,SS
1390.0,1023-822,4.0,1,1m5,waste,125.0,17,25,SS
1340.0,1023-305,3.0,1,1m5,waste,125.0,18,25,SS
1100.0,1023-390,2.0,1,1m25,waste,125.0,19,25,SS
1035.0,1023-711,1.0,1,1m25,waste,125.0,20,25,SS
2145.0,1023-353,10.0,1,2m25,waste,125.0,21,25,SS
2740.0,1023-749,15.0,2,new,,,22,25,SS
3225.0,1023-584,19.0,2,,waste,35.0,22,25,SS
2380.0,1023-889,11.0,2,new,,,23,25,SS
2590.0,1023-479,14.0,2,,1m0,,23,25,SS
2535.0,1023-563,12.0,1,new,3m25,,24,25,SS
4680.0,1023-590,28.0,1,new,1m25,,25,25,SS
4225.0,1023-414,27.0,1,new,1m75,,26,25,SS
4200.0,1023-964,26.0,1,new,1m75,,27,25,SS
3930.0,1023-651,24.0,1,new,2m0,,28,25,SS
3755.0,1023-262,23.0,1,new,2m0,,29,25,SS
3755.0,1023-279,22.0,1,new,2m0,,30,25,SS
3000.0,1023-332,18.0,1,new,3m0,,31,25,SS
2740.0,1023-406,17.0,1,new,3m25,,32,25,SS
2740.0,1023-749,16.0,1,new,3m25,,33,25,SS
2535.0,1023-563,13.0,1,new,3m25,,34,25,SS
4200.0,1023-964,25.0,1,new,1m75,,35,25,SS
4850.0,1023-422,29.0,1,new,waste,1150.0,36,25,SS
4880.0,1023-432,30.0,1,new,waste,1120.0,37,25,SS
4955.0,1023-678,31.0,1,new,waste,1045.0,38,25,SS
960.0,1023-662,0.0,1,1m0,waste,250.0,1,26,8m
3390.0,1023-236,26.0,1,3m5,waste,250.0,2,26,8m
2880.0,1023-950,22.0,1,3m0,waste,250.0,3,26,8m
2780.0,1023-977,21.0,1,3m0,waste,250.0,4,26,8m
2780.0,1023-977,20.0,1,3m0,waste,250.0,5,26,8m
2780.0,1023-977,18.0,1,3m0,waste,250.0,6,26,8m
2490.0,1023-297,15.0,1,2m5,waste,250.0,7,26,8m
2125.0,1023-854,14.0,1,2m5,waste,250.0,8,26,8m
1975.0,1023-288,12.0,1,2m0,waste,250.0,9,26,8m
2080.0,1023-212,13.0,1,2m5,waste,250.0,10,26,8m
1260.0,1023-726,1.0,1,1m5,waste,250.0,11,26,8m
2780.0,1023-977,19.0,2,new,,,12,26,8m
5215.0,1023-528,47.0,2,,waste,5.0,12,26,8m
1690.0,1023-292,2.0,3,new,,,13,26,8m
1940.0,1023-844,11.0,3,,,,13,26,8m
4365.0,1023-407,40.0,3,,waste,5.0,13,26,8m
2680.0,1023-834,17.0,2,new,,,14,26,8m
5290.0,1023-770,48.0,2,,waste,30.0,14,26,8m
1855.0,1023-491,3.0,3,new,,,15,26,8m
1855.0,1023-491,4.0,3,,,,15,26,8m
4250.0,1023-342,39.0,3,,waste,40.0,15,26,8m
3245.0,1023-769,25.0,2,new,,,16,26,8m
4710.0,1023-757,44.0,2,,waste,45.0,16,26,8m
3920.0,1023-775,27.0,2,new,,,17,26,8m
3925.0,1023-319,37.0,2,,waste,155.0,17,26,8m
3920.0,1023-775,28.0,2,new,,,18,26,8m
3920.0,1023-775,29.0,2,,waste,160.0,18,26,8m
3920.0,1023-775,30.0,2,new,,,19,26,8m
3920.0,1023-775,31.0,2,,waste,160.0,19,26,8m
3920.0,1023-775,32.0,2,new,,,20,26,8m
3920.0,1023-775,33.0,2,,waste,160.0,20,26,8m
3920.0,1023-775,34.0,2,new,,,21,26,8m
3920.0,1023-775,35.0,2,,waste,160.0,21,26,8m
3220.0,1023-321,24.0,2,new,,,22,26,8m
3920.0,1023-775,36.0,2,,waste,860.0,22,26,8m
1855.0,1023-491,5.0,3,new,,,23,26,8m
2665.0,1023-425,16.0,3,,,,23,26,8m
3110.0,1023-332,23.0,3,,waste,370.0,23,26,8m
1855.0,1023-491,6.0,4,new,,,24,26,8m
1855.0,1023-491,7.0,4,,,,24,26,8m
1855.0,1023-491,8.0,4,,,,24,26,8m
1855.0,1023-491,9.0,4,,waste,580.0,24,26,8m
1855.0,1023-491,10.0,2,new,,,25,26,8m
4140.0,1023-653,38.0,2,,2m0,,25,26,8m
4505.0,1023-573,41.0,1,new,3m0,,26,26,8m
4580.0,1023-314,42.0,1,new,3m0,,27,26,8m
4605.0,1023-754,43.0,1,new,3m0,,28,26,8m
5075.0,1023-929,45.0,1,new,2m5,,29,26,8m
5165.0,1023-797,46.0,1,new,2m5,,30,26,8m
5395.0,1023-490,49.0,1,new,2m5,,31,26,8m
5410.0,1023-980,50.0,1,new,2m5,,32,26,8m
5490.0,1023-784,51.0,1,new,2m5,,33,26,8m
5495.0,1023-874,52.0,1,new,2m5,,34,26,8m
5685.0,1023-819,53.0,1,new,2m0,,35,26,8m
960.0,1023-662,0.0,1,1m0,waste,250.0,1,26,7m
2880.0,1023-950,22.0,1,3m0,waste,250.0,2,26,7m
2490.0,1023-297,15.0,1,2m5,waste,250.0,3,26,7m
2125.0,1023-854,14.0,1,2m5,waste,250.0,4,26,7m
1975.0,1023-288,12.0,1,2m0,waste,250.0,5,26,7m
2080.0,1023-212,13.0,1,2m5,waste,250.0,6,26,7m
1690.0,1023-292,2.0,1,2m0,waste,250.0,7,26,7m
1855.0,1023-491,3.0,1,2m0,waste,250.0,8,26,7m
1855.0,1023-491,4.0,1,2m0,waste,250.0,9,26,7m
1855.0,1023-491,5.0,1,2m0,waste,250.0,10,26,7m
1260.0,1023-726,1.0,1,1m5,waste,250.0,11,26,7m
1855.0,1023-491,6.0,3,new,,,12,26,7m
1855.0,1023-491,7.0,3,,,,12,26,7m
3245.0,1023-769,25.0,3,,waste,45.0,12,26,7m
1855.0,1023-491,8.0,2,new,,,13,26,7m
5075.0,1023-929,45.0,2,,waste,70.0,13,26,7m
2680.0,1023-834,17.0,2,new,,,14,26,7m
4250.0,1023-342,39.0,2,,waste,70.0,14,26,7m
1855.0,1023-491,9.0,3,new,,,15,26,7m
1855.0,1023-491,10.0,3,,,,15,26,7m
3220.0,1023-321,24.0,3,,waste,70.0,15,26,7m
2780.0,1023-977,18.0,2,new,,,16,26,7m
4140.0,1023-653,38.0,2,,waste,80.0,16,26,7m
1940.0,1023-844,11.0,2,new,,,17,26,7m
2665.0,1023-425,16.0,2,,2m0,,17,26,7m
2780.0,1023-977,19.0,2,new,,,18,26,7m
2780.0,1023-977,20.0,2,,1m0,,18,26,7m
3390.0,1023-236,26.0,1,new,3m5,,19,26,7m
3920.0,1023-775,27.0,1,new,3m0,,20,26,7m
3920.0,1023-775,28.0,1,new,3m0,,21,26,7m
3920.0,1023-775,29.0,1,new,3m0,,22,26,7m
3920.0,1023-775,30.0,1,new,3m0,,23,26,7m
3920.0,1023-775,31.0,1,new,3m0,,24,26,7m
3920.0,1023-775,32.0,1,new,3m0,,25,26,7m
3920.0,1023-775,33.0,1,new,3m0,,26,26,7m
3920.0,1023-775,34.0,1,new,3m0,,27,26,7m
3920.0,1023-775,35.0,1,new,3m0,,28,26,7m
3920.0,1023-775,36.0,1,new,3m0,,29,26,7m
3925.0,1023-319,37.0,1,new,3m0,,30,26,7m
4365.0,1023-407,40.0,1,new,2m5,,31,26,7m
4505.0,1023-573,41.0,1,new,2m0,,32,26,7m
4580.0,1023-314,42.0,1,new,2m0,,33,26,7m
4605.0,1023-754,43.0,1,new,2m0,,34,26,7m
4710.0,1023-757,44.0,1,new,2m0,,35,26,7m
5165.0,1023-797,46.0,1,new,1m5,,36,26,7m
3110.0,1023-332,23.0,1,new,3m5,,37,26,7m
2780.0,1023-977,21.0,1,new,split,,38,26,7m
3500.0,,,1,split,waste,720.0,38,26,7m
5215.0,1023-528,47.0,1,new,waste,1785.0,39,26,7m
5290.0,1023-770,48.0,1,new,waste,1710.0,40,26,7m
5395.0,1023-490,49.0,1,new,waste,1605.0,41,26,7m
5410.0,1023-980,50.0,1,new,waste,1590.0,42,26,7m
5490.0,1023-784,51.0,1,new,waste,1510.0,43,26,7m
5495.0,1023-874,52.0,1,new,waste,1505.0,44,26,7m
5685.0,1023-819,53.0,1,new,waste,1315.0,45,26,7m
5075.0,1023-929,45.0,1,new,waste,925.0,1,26,6m
5165.0,1023-797,46.0,1,new,waste,835.0,2,26,6m
5215.0,1023-528,47.0,1,new,waste,785.0,3,26,6m
5290.0,1023-770,48.0,1,new,waste,710.0,4,26,6m
5395.0,1023-490,49.0,1,new,waste,605.0,5,26,6m
5410.0,1023-980,50.0,1,new,waste,590.0,6,26,6m
5490.0,1023-784,51.0,1,new,waste,510.0,7,26,6m
5495.0,1023-874,52.0,1,new,waste,505.0,8,26,6m
5685.0,1023-819,53.0,1,new,waste,315.0,9,26,6m
960.0,1023-662,0.0,1,1m0,waste,250.0,10,26,6m
2880.0,1023-950,22.0,1,3m0,waste,250.0,11,26,6m
1975.0,1023-288,12.0,1,2m0,waste,250.0,12,26,6m
1690.0,1023-292,2.0,1,2m0,waste,250.0,13,26,6m
1855.0,1023-491,3.0,1,2m0,waste,250.0,14,26,6m
1855.0,1023-491,4.0,1,2m0,waste,250.0,15,26,6m
1855.0,1023-491,5.0,1,2m0,waste,250.0,16,26,6m
1855.0,1023-491,6.0,1,2m0,waste,250.0,17,26,6m
1260.0,1023-726,1.0,1,1m5,waste,250.0,18,26,6m
1855.0,1023-491,8.0,1,2m0,waste,250.0,19,26,6m
1855.0,1023-491,7.0,2,new,,,20,26,6m
4140.0,1023-653,38.0,2,,waste,5.0,20,26,6m
2680.0,1023-834,17.0,2,new,,,21,26,6m
3245.0,1023-769,25.0,2,,waste,75.0,21,26,6m
1855.0,1023-491,9.0,3,new,,,22,26,6m
1940.0,1023-844,11.0,3,,,,22,26,6m
2125.0,1023-854,14.0,3,,waste,80.0,22,26,6m
2080.0,1023-212,13.0,2,new,,,23,26,6m
2780.0,1023-977,21.0,2,,1m0,,23,26,6m
1855.0,1023-491,10.0,2,new,,,24,26,6m
2490.0,1023-297,15.0,2,,1m5,,24,26,6m
4250.0,1023-342,39.0,1,new,1m5,,25,26,6m
4365.0,1023-407,40.0,1,new,1m5,,26,26,6m
3920.0,1023-775,36.0,1,new,2m0,,27,26,6m
2665.0,1023-425,16.0,1,new,3m0,,28,26,6m
2780.0,1023-977,18.0,1,new,3m0,,29,26,6m
2780.0,1023-977,19.0,1,new,3m0,,30,26,6m
2780.0,1023-977,20.0,1,new,3m0,,31,26,6m
3110.0,1023-332,23.0,1,new,2m5,,32,26,6m
3220.0,1023-321,24.0,1,new,2m5,,33,26,6m
3390.0,1023-236,26.0,1,new,2m5,,34,26,6m
3920.0,1023-775,27.0,1,new,2m0,,35,26,6m
3920.0,1023-775,28.0,1,new,2m0,,36,26,6m
3920.0,1023-775,29.0,1,new,2m0,,37,26,6m
3920.0,1023-775,30.0,1,new,2m0,,38,26,6m
3920.0,1023-775,31.0,1,new,2m0,,39,26,6m
3920.0,1023-775,32.0,1,new,2m0,,40,26,6m
3920.0,1023-775,33.0,1,new,2m0,,41,26,6m
3920.0,1023-775,34.0,1,new,2m0,,42,26,6m
3920.0,1023-775,35.0,1,new,2m0,,43,26,6m
3925.0,1023-319,37.0,1,new,2m0,,44,26,6m
4505.0,1023-573,41.0,1,new,waste,1495.0,45,26,6m
4580.0,1023-314,42.0,1,new,waste,1420.0,46,26,6m
4605.0,1023-754,43.0,1,new,waste,1395.0,47,26,6m
4710.0,1023-757,44.0,1,new,waste,1290.0,48,26,6m
5075.0,1023-929,45.0,1,new,waste,925.0,1,26,SS
5165.0,1023-797,46.0,1,new,waste,835.0,2,26,SS
5215.0,1023-528,47.0,1,new,waste,785.0,3,26,SS
5290.0,1023-770,48.0,1,new,waste,710.0,4,26,SS
5395.0,1023-490,49.0,1,new,waste,605.0,5,26,SS
5410.0,1023-980,50.0,1,new,waste,590.0,6,26,SS
5490.0,1023-784,51.0,1,new,waste,510.0,7,26,SS
5495.0,1023-874,52.0,1,new,waste,505.0,8,26,SS
5685.0,1023-819,53.0,1,new,waste,315.0,9,26,SS
960.0,1023-662,0.0,1,1m0,waste,125.0,10,26,SS
3390.0,1023-236,26.0,1,3m5,waste,125.0,11,26,SS
3245.0,1023-769,25.0,1,3m25,waste,125.0,12,26,SS
3220.0,1023-321,24.0,1,3m25,waste,125.0,13,26,SS
3110.0,1023-332,23.0,1,3m25,waste,125.0,14,26,SS
2880.0,1023-950,22.0,1,3m0,waste,125.0,15,26,SS
2780.0,1023-977,20.0,1,3m0,waste,125.0,16,26,SS
2780.0,1023-977,19.0,1,3m0,waste,125.0,17,26,SS
2780.0,1023-977,18.0,1,3m0,waste,125.0,18,26,SS
2125.0,1023-854,14.0,1,2m25,waste,125.0,19,26,SS
1975.0,1023-288,12.0,1,2m0,waste,125.0,20,26,SS
2080.0,1023-212,13.0,1,2m25,waste,125.0,21,26,SS
1260.0,1023-726,1.0,1,1m5,waste,125.0,22,26,SS
1690.0,1023-292,2.0,1,1m75,waste,125.0,23,26,SS
1855.0,1023-491,3.0,1,2m0,waste,125.0,24,26,SS
1855.0,1023-491,5.0,1,2m0,waste,125.0,25,26,SS
1855.0,1023-491,4.0,1,2m0,waste,125.0,26,26,SS
1855.0,1023-491,7.0,1,2m0,waste,125.0,27,26,SS
1855.0,1023-491,8.0,1,2m0,waste,125.0,28,26,SS
1855.0,1023-491,9.0,1,2m0,waste,125.0,29,26,SS
1855.0,1023-491,10.0,1,2m0,waste,125.0,30,26,SS
1855.0,1023-491,6.0,2,new,,,31,26,SS
4140.0,1023-653,38.0,2,,waste,5.0,31,26,SS
1940.0,1023-844,11.0,2,new,,,32,26,SS
3920.0,1023-775,27.0,2,,waste,140.0,32,26,SS
2490.0,1023-297,15.0,1,new,3m5,,33,26,SS
2665.0,1023-425,16.0,1,new,3m25,,34,26,SS
4605.0,1023-754,43.0,1,new,1m25,,35,26,SS
4365.0,1023-407,40.0,1,new,1m5,,36,26,SS
4250.0,1023-342,39.0,1,new,1m75,,37,26,SS
3925.0,1023-319,37.0,1,new,2m0,,38,26,SS
3920.0,1023-775,36.0,1,new,2m0,,39,26,SS
3920.0,1023-775,35.0,1,new,2m0,,40,26,SS
3920.0,1023-775,34.0,1,new,2m0,,41,26,SS
3920.0,1023-775,33.0,1,new,2m0,,42,26,SS
3920.0,1023-775,32.0,1,new,2m0,,43,26,SS
3920.0,1023-775,31.0,1,new,2m0,,44,26,SS
3920.0,1023-775,30.0,1,new,2m0,,45,26,SS
3920.0,1023-775,29.0,1,new,2m0,,46,26,SS
3920.0,1023-775,28.0,1,new,2m0,,47,26,SS
2780.0,1023-977,21.0,1,new,3m0,,48,26,SS
2680.0,1023-834,17.0,1,new,3m25,,49,26,SS
4505.0,1023-573,41.0,1,new,split,,50,26,SS
1000.0,,,1,split,waste,495.0,50,26,SS
4580.0,1023-314,42.0,1,new,waste,1420.0,51,26,SS
4710.0,1023-757,44.0,1,new,waste,1290.0,52,26,SS
955.0,1023-978,0.0,1,1m0,waste,250.0,1,27,8m
2800.0,1023-544,19.0,1,3m0,waste,250.0,2,27,8m
2530.0,1023-706,17.0,1,3m0,waste,250.0,3,27,8m
2505.0,1023-798,16.0,1,3m0,waste,250.0,4,27,8m
2250.0,1023-363,15.0,1,2m5,waste,250.0,5,27,8m
2250.0,1023-363,14.0,1,2m5,waste,250.0,6,27,8m
2250.0,1023-363,13.0,1,2m5,waste,250.0,7,27,8m
2250.0,1023-363,12.0,1,2m5,waste,250.0,8,27,8m
2195.0,1023-596,11.0,1,2m5,waste,250.0,9,27,8m
1965.0,1023-663,9.0,1,2m0,waste,250.0,10,27,8m
2065.0,1023-592,10.0,1,2m5,waste,250.0,11,27,8m
960.0,1023-459,1.0,1,1m0,waste,250.0,12,27,8m
1710.0,1023-413,7.0,1,2m0,waste,250.0,13,27,8m
1155.0,1023-218,2.0,2,2m5,,,14,27,8m
1230.0,1023-311,3.0,2,,waste,250.0,14,27,8m
3695.0,1023-949,24.0,2,new,,,15,27,8m
4280.0,1023-245,29.0,2,,waste,25.0,15,27,8m
3270.0,1023-755,20.0,2,new,,,16,27,8m
4695.0,1023-719,30.0,2,,waste,35.0,16,27,8m
1380.0,1023-808,6.0,3,new,,,17,27,8m
2735.0,1023-955,18.0,3,,,,17,27,8m
3805.0,1023-419,25.0,3,,waste,80.0,17,27,8m
3545.0,1023-869,22.0,2,new,,,18,27,8m
3545.0,1023-574,23.0,2,,waste,910.0,18,27,8m
1365.0,1023-977,5.0,3,new,,,19,27,8m
1805.0,1023-424,8.0,3,,,,19,27,8m
3515.0,1023-462,21.0,3,,1m0,,19,27,8m
1355.0,1023-667,4.0,2,new,,,20,27,8m
4070.0,1023-591,27.0,2,,2m5,,20,27,8m
5105.0,1023-286,33.0,1,new,2m5,,21,27,8m
4255.0,1023-911,28.0,1,new,3m5,,22,27,8m
4900.0,1023-589,31.0,1,new,3m0,,23,27,8m
5090.0,1023-529,32.0,1,new,2m5,,24,27,8m
5140.0,1023-861,34.0,1,new,2m5,,25,27,8m
5345.0,1023-483,35.0,1,new,2m5,,26,27,8m
5485.0,1023-282,36.0,1,new,2m5,,27,27,8m
5615.0,1023-351,37.0,1,new,2m0,,28,27,8m
4060.0,1023-884,26.0,1,new,3m5,,29,27,8m
955.0,1023-978,0.0,1,1m0,waste,250.0,1,27,7m
3270.0,1023-755,20.0,1,3m5,waste,250.0,2,27,7m
2800.0,1023-544,19.0,1,3m0,waste,250.0,3,27,7m
2530.0,1023-706,17.0,1,3m0,waste,250.0,4,27,7m
2505.0,1023-798,16.0,1,3m0,waste,250.0,5,27,7m
2250.0,1023-363,15.0,1,2m5,waste,250.0,6,27,7m
2250.0,1023-363,14.0,1,2m5,waste,250.0,7,27,7m
2250.0,1023-363,13.0,1,2m5,waste,250.0,8,27,7m
2250.0,1023-363,12.0,1,2m5,waste,250.0,9,27,7m
2195.0,1023-596,11.0,1,2m5,waste,250.0,10,27,7m
2735.0,1023-955,18.0,1,3m0,waste,250.0,11,27,7m
1965.0,1023-663,9.0,1,2m0,waste,250.0,12,27,7m
2065.0,1023-592,10.0,1,2m5,waste,250.0,13,27,7m
960.0,1023-459,1.0,1,1m0,waste,250.0,14,27,7m
1230.0,1023-311,3.0,1,1m5,waste,250.0,15,27,7m
1355.0,1023-667,4.0,1,1m5,waste,250.0,16,27,7m
1155.0,1023-218,2.0,1,1m5,waste,250.0,17,27,7m
1380.0,1023-808,6.0,1,1m5,waste,250.0,18,27,7m
1710.0,1023-413,7.0,1,2m0,waste,250.0,19,27,7m
1805.0,1023-424,8.0,1,2m0,waste,250.0,20,27,7m
1365.0,1023-977,5.0,1,1m5,waste,250.0,21,27,7m
3515.0,1023-462,21.0,1,new,3m0,,22,27,7m
4695.0,1023-719,30.0,1,new,2m0,,23,27,7m
5485.0,1023-282,36.0,1,new,1m5,,24,27,7m
5345.0,1023-483,35.0,1,new,1m5,,25,27,7m
5140.0,1023-861,34.0,1,new,1m5,,26,27,7m
5105.0,1023-286,33.0,1,new,1m5,,27,27,7m
5090.0,1023-529,32.0,1,new,1m5,,28,27,7m
4900.0,1023-589,31.0,1,new,2m0,,29,27,7m
4280.0,1023-245,29.0,1,new,2m5,,30,27,7m
3545.0,1023-869,22.0,1,new,3m0,,31,27,7m
4255.0,1023-911,28.0,1,new,2m5,,32,27,7m
4070.0,1023-591,27.0,1,new,2m5,,33,27,7m
4060.0,1023-884,26.0,1,new,2m5,,34,27,7m
3805.0,1023-419,25.0,1,new,3m0,,35,27,7m
3695.0,1023-949,24.0,1,new,3m0,,36,27,7m
3545.0,1023-574,23.0,1,new,3m0,,37,27,7m
5615.0,1023-351,37.0,1,new,1m0,,38,27,7m
5090.0,1023-529,32.0,1,new,waste,910.0,1,27,6m
5105.0,1023-286,33.0,1,new,waste,895.0,2,27,6m
5140.0,1023-861,34.0,1,new,waste,860.0,3,27,6m
5345.0,1023-483,35.0,1,new,waste,655.0,4,27,6m
5485.0,1023-282,36.0,1,new,waste,515.0,5,27,6m
5615.0,1023-351,37.0,1,new,waste,385.0,6,27,6m
955.0,1023-978,0.0,1,1m0,waste,250.0,7,27,6m
2800.0,1023-544,19.0,1,3m0,waste,250.0,8,27,6m
2530.0,1023-706,17.0,1,3m0,waste,250.0,9,27,6m
2505.0,1023-798,16.0,1,3m0,waste,250.0,10,27,6m
2250.0,1023-363,15.0,1,2m5,waste,250.0,11,27,6m
2250.0,1023-363,14.0,1,2m5,waste,250.0,12,27,6m
2250.0,1023-363,13.0,1,2m5,waste,250.0,13,27,6m
2735.0,1023-955,18.0,1,3m0,waste,250.0,14,27,6m
1965.0,1023-663,9.0,1,2m0,waste,250.0,15,27,6m
960.0,1023-459,1.0,1,1m0,waste,250.0,16,27,6m
1230.0,1023-311,3.0,1,1m5,waste,250.0,17,27,6m
1355.0,1023-667,4.0,1,1m5,waste,250.0,18,27,6m
1155.0,1023-218,2.0,1,1m5,waste,250.0,19,27,6m
1380.0,1023-808,6.0,1,1m5,waste,250.0,20,27,6m
1710.0,1023-413,7.0,1,2m0,waste,250.0,21,27,6m
1805.0,1023-424,8.0,1,2m0,waste,250.0,22,27,6m
1365.0,1023-977,5.0,1,1m5,waste,250.0,23,27,6m
2250.0,1023-363,12.0,2,new,,,24,27,6m
3695.0,1023-949,24.0,2,,waste,55.0,24,27,6m
2065.0,1023-592,10.0,2,new,,,25,27,6m
2195.0,1023-596,11.0,2,,1m5,,25,27,6m
3270.0,1023-755,20.0,1,new,2m5,,26,27,6m
3515.0,1023-462,21.0,1,new,2m0,,27,27,6m
3545.0,1023-869,22.0,1,new,2m0,,28,27,6m
3545.0,1023-574,23.0,1,new,2m0,,29,27,6m
3805.0,1023-419,25.0,1,new,2m0,,30,27,6m
4060.0,1023-884,26.0,1,new,1m5,,31,27,6m
4070.0,1023-591,27.0,1,new,1m5,,32,27,6m
