lg,label,rep,depth,origin,excess,rest,cnt,day,seq_name
1975.0,1023-810,5.0,1,2m0,waste,125.0,15,15,SS
1975.0,1023-810,4.0,1,2m0,waste,125.0,16,15,SS
1580.0,1023-621,3.0,1,1m75,waste,125.0,17,15,SS
1345.0,1023-257,2.0,1,1m5,waste,125.0,18,15,SS
1210.0,1023-525,1.0,1,1m25,waste,125.0,19,15,SS
2785.0,1023-909,7.0,1,3m0,waste,125.0,20,15,SS
2335.0,1023-696,6.0,1,new,3m5,,21,15,SS
3810.0,1023-304,25.0,1,new,2m0,,22,15,SS
4820.0,1023-695,38.0,1,new,1m0,,23,15,SS
4650.0,1023-648,37.0,1,new,1m25,,24,15,SS
4545.0,1023-805,36.0,1,new,1m25,,25,15,SS
4390.0,1023-205,35.0,1,new,1m5,,26,15,SS
4390.0,1023-205,34.0,1,new,1m5,,27,15,SS
4390.0,1023-205,33.0,1,new,1m5,,28,15,SS
4390.0,1023-205,32.0,1,new,1m5,,29,15,SS
4390.0,1023-205,31.0,1,new,1m5,,30,15,SS
4390.0,1023-205,30.0,1,new,1m5,,31,15,SS
4320.0,1023-643,29.0,1,new,1m5,,32,15,SS
4170.0,1023-281,28.0,1,new,1m75,,33,15,SS
4170.0,1023-281,27.0,1,new,1m75,,34,15,SS
3910.0,1023-685,26.0,1,new,2m0,,35,15,SS
3790.0,1023-683,24.0,1,new,2m0,,36,15,SS
3250.0,1023-836,10.0,1,new,2m75,,37,15,SS
3790.0,1023-683,23.0,1,new,2m0,,38,15,SS
3790.0,1023-683,22.0,1,new,2m0,,39,15,SS
3790.0,1023-683,21.0,1,new,2m0,,40,15,SS
3790.0,1023-683,20.0,1,new,2m0,,41,15,SS
3790.0,1023-683,19.0,1,new,2m0,,42,15,SS
3730.0,1023-743,14.0,1,new,2m25,,43,15,SS
3560.0,1023-819,13.0,1,new,2m25,,44,15,SS
3430.0,1023-374,12.0,1,new,2m5,,45,15,SS
3255.0,1023-526,11.0,1,new,2m5,,46,15,SS
3790.0,1023-683,15.0,1,new,split,,47,15,SS
1750.0,,,1,split,waste,460.0,47,15,SS
3790.0,1023-683,16.0,1,new,split,,48,15,SS
1500.0,,,1,split,waste,710.0,48,15,SS
3790.0,1023-683,17.0,1,new,split,,49,15,SS
1750.0,,,1,split,waste,460.0,49,15,SS
3790.0,1023-683,18.0,1,new,split,,50,15,SS
1500.0,,,1,split,waste,710.0,50,15,SS
4985.0,1023-787,39.0,1,new,waste,1015.0,51,15,SS
960.0,1023-819,0.0,1,1m0,waste,250.0,1,16,8m
3160.0,1023-546,18.0,1,3m5,waste,250.0,2,16,8m
3015.0,1023-744,17.0,1,3m5,waste,250.0,3,16,8m
2635.0,1023-385,15.0,1,3m0,waste,250.0,4,16,8m
2335.0,1023-413,14.0,1,2m5,waste,250.0,5,16,8m
2215.0,1023-542,13.0,1,2m5,waste,250.0,6,16,8m
2150.0,1023-466,12.0,1,2m5,waste,250.0,7,16,8m
2025.0,1023-209,11.0,1,2m5,waste,250.0,8,16,8m
1875.0,1023-576,10.0,1,2m0,waste,250.0,9,16,8m
2685.0,1023-281,16.0,1,3m0,waste,250.0,10,16,8m
1745.0,1023-230,8.0,1,2m0,waste,250.0,11,16,8m
1735.0,1023-610,7.0,1,2m0,waste,250.0,12,16,8m
970.0,1023-604,1.0,1,1m0,waste,250.0,13,16,8m
1080.0,1023-886,3.0,2,3m0,,,14,16,8m
1835.0,1023-941,9.0,2,,waste,250.0,14,16,8m
1410.0,1023-447,4.0,2,3m5,,,15,16,8m
1665.0,1023-601,6.0,2,,waste,250.0,15,16,8m
3720.0,1023-654,20.0,2,new,,,16,16,8m
4275.0,1023-688,25.0,2,,waste,5.0,16,16,8m
3945.0,1023-397,21.0,2,new,,,17,16,8m
4040.0,1023-369,22.0,2,,waste,15.0,17,16,8m
1060.0,1023-760,2.0,3,new,,,18,16,8m
1615.0,1023-460,5.0,3,,,,18,16,8m
4165.0,1023-515,24.0,3,,1m0,,18,16,8m
4945.0,1023-935,30.0,1,new,3m0,,19,16,8m
4440.0,1023-665,26.0,1,new,3m5,,20,16,8m
4805.0,1023-828,27.0,1,new,3m0,,21,16,8m
4920.0,1023-504,28.0,1,new,3m0,,22,16,8m
4945.0,1023-935,29.0,1,new,3m0,,23,16,8m
5405.0,1023-763,34.0,1,new,2m5,,24,16,8m
4945.0,1023-935,31.0,1,new,3m0,,25,16,8m
5100.0,1023-662,32.0,1,new,2m5,,26,16,8m
5150.0,1023-970,33.0,1,new,2m5,,27,16,8m
5470.0,1023-750,35.0,1,new,2m5,,28,16,8m
5520.0,1023-264,36.0,1,new,2m0,,29,16,8m
4085.0,1023-716,23.0,1,new,3m5,,30,16,8m
3560.0,1023-684,19.0,1,new,split,,31,16,8m
1500.0,,,1,split,split,,31,16,8m
2000.0,,,1,split,waste,940.0,31,16,8m
960.0,1023-819,0.0,1,1m0,waste,250.0,1,16,7m
2635.0,1023-385,15.0,1,3m0,waste,250.0,2,16,7m
2335.0,1023-413,14.0,1,2m5,waste,250.0,3,16,7m
2215.0,1023-542,13.0,1,2m5,waste,250.0,4,16,7m
2150.0,1023-466,12.0,1,2m5,waste,250.0,5,16,7m
2025.0,1023-209,11.0,1,2m5,waste,250.0,6,16,7m
1875.0,1023-576,10.0,1,2m0,waste,250.0,7,16,7m
2685.0,1023-281,16.0,1,3m0,waste,250.0,8,16,7m
1745.0,1023-230,8.0,1,2m0,waste,250.0,9,16,7m
1735.0,1023-610,7.0,1,2m0,waste,250.0,10,16,7m
1665.0,1023-601,6.0,1,2m0,waste,250.0,11,16,7m
1615.0,1023-460,5.0,1,2m0,waste,250.0,12,16,7m
1410.0,1023-447,4.0,1,1m5,waste,250.0,13,16,7m
1080.0,1023-886,3.0,1,1m5,waste,250.0,14,16,7m
1060.0,1023-760,2.0,1,1m5,waste,250.0,15,16,7m
970.0,1023-604,1.0,1,1m0,waste,250.0,16,16,7m
1835.0,1023-941,9.0,1,2m0,waste,250.0,17,16,7m
3015.0,1023-744,17.0,2,new,,,18,16,7m
3945.0,1023-397,21.0,2,,waste,40.0,18,16,7m
3160.0,1023-546,18.0,1,new,3m5,,19,16,7m
3560.0,1023-684,19.0,1,new,3m0,,20,16,7m
5470.0,1023-750,35.0,1,new,1m5,,21,16,7m
5405.0,1023-763,34.0,1,new,1m5,,22,16,7m
5150.0,1023-970,33.0,1,new,1m5,,23,16,7m
4945.0,1023-935,31.0,1,new,2m0,,24,16,7m
4945.0,1023-935,30.0,1,new,2m0,,25,16,7m
4945.0,1023-935,29.0,1,new,2m0,,26,16,7m
4920.0,1023-504,28.0,1,new,2m0,,27,16,7m
4805.0,1023-828,27.0,1,new,2m0,,28,16,7m
4440.0,1023-665,26.0,1,new,2m5,,29,16,7m
4275.0,1023-688,25.0,1,new,2m5,,30,16,7m
4165.0,1023-515,24.0,1,new,2m5,,31,16,7m
4085.0,1023-716,23.0,1,new,2m5,,32,16,7m
4040.0,1023-369,22.0,1,new,2m5,,33,16,7m
3720.0,1023-654,20.0,1,new,3m0,,34,16,7m
5520.0,1023-264,36.0,1,new,1m0,,35,16,7m
5100.0,1023-662,32.0,1,new,split,,36,16,7m
1000.0,,,1,split,waste,900.0,36,16,7m
5100.0,1023-662,32.0,1,new,waste,900.0,1,16,6m
5150.0,1023-970,33.0,1,new,waste,850.0,2,16,6m
5405.0,1023-763,34.0,1,new,waste,595.0,3,16,6m
5470.0,1023-750,35.0,1,new,waste,530.0,4,16,6m
5520.0,1023-264,36.0,1,new,waste,480.0,5,16,6m
960.0,1023-819,0.0,1,1m0,waste,250.0,6,16,6m
2635.0,1023-385,15.0,1,3m0,waste,250.0,7,16,6m
2335.0,1023-413,14.0,1,2m5,waste,250.0,8,16,6m
2215.0,1023-542,13.0,1,2m5,waste,250.0,9,16,6m
2150.0,1023-466,12.0,1,2m5,waste,250.0,10,16,6m
2025.0,1023-209,11.0,1,2m5,waste,250.0,11,16,6m
1875.0,1023-576,10.0,1,2m0,waste,250.0,12,16,6m
2685.0,1023-281,16.0,1,3m0,waste,250.0,13,16,6m
1745.0,1023-230,8.0,1,2m0,waste,250.0,14,16,6m
1735.0,1023-610,7.0,1,2m0,waste,250.0,15,16,6m
1665.0,1023-601,6.0,1,2m0,waste,250.0,16,16,6m
1615.0,1023-460,5.0,1,2m0,waste,250.0,17,16,6m
1410.0,1023-447,4.0,1,1m5,waste,250.0,18,16,6m
1080.0,1023-886,3.0,1,1m5,waste,250.0,19,16,6m
1060.0,1023-760,2.0,1,1m5,waste,250.0,20,16,6m
970.0,1023-604,1.0,1,1m0,waste,250.0,21,16,6m
1835.0,1023-941,9.0,1,2m0,waste,250.0,22,16,6m
3015.0,1023-744,17.0,1,new,2m5,,23,16,6m
3160.0,1023-546,18.0,1,new,2m5,,24,16,6m
3560.0,1023-684,19.0,1,new,2m0,,25,16,6m
3720.0,1023-654,20.0,1,new,2m0,,26,16,6m
3945.0,1023-397,21.0,1,new,2m0,,27,16,6m
4040.0,1023-369,22.0,1,new,1m5,,28,16,6m
4085.0,1023-716,23.0,1,new,1m5,,29,16,6m
4165.0,1023-515,24.0,1,new,1m5,,30,16,6m
4275.0,1023-688,25.0,1,new,1m5,,31,16,6m
4440.0,1023-665,26.0,1,new,1m5,,32,16,6m
4805.0,1023-828,27.0,1,new,1m0,,33,16,6m
4920.0,1023-504,28.0,1,new,1m0,,34,16,6m
4945.0,1023-935,29.0,1,new,waste,1055.0,35,16,6m
4945.0,1023-935,30.0,1,new,waste,1055.0,36,16,6m
4945.0,1023-935,31.0,1,new,waste,1055.0,37,16,6m
5100.0,1023-662,32.0,1,new,waste,900.0,1,16,SS
5150.0,1023-970,33.0,1,new,waste,850.0,2,16,SS
5405.0,1023-763,34.0,1,new,waste,595.0,3,16,SS
5470.0,1023-750,35.0,1,new,waste,530.0,4,16,SS
5520.0,1023-264,36.0,1,new,waste,480.0,5,16,SS
960.0,1023-819,0.0,1,1m0,waste,125.0,6,16,SS
3160.0,1023-546,18.0,1,3m25,waste,125.0,7,16,SS
3015.0,1023-744,17.0,1,3m25,waste,125.0,8,16,SS
2685.0,1023-281,16.0,1,2m75,waste,125.0,9,16,SS
2335.0,1023-413,14.0,1,2m5,waste,125.0,10,16,SS
2215.0,1023-542,13.0,1,2m25,waste,125.0,11,16,SS
2150.0,1023-466,12.0,1,2m25,waste,125.0,12,16,SS
2025.0,1023-209,11.0,1,2m25,waste,125.0,13,16,SS
1835.0,1023-941,9.0,1,2m0,waste,125.0,14,16,SS
1745.0,1023-230,8.0,1,1m75,waste,125.0,15,16,SS
1735.0,1023-610,7.0,1,1m75,waste,125.0,16,16,SS
1665.0,1023-601,6.0,1,1m75,waste,125.0,17,16,SS
1615.0,1023-460,5.0,1,1m75,waste,125.0,18,16,SS
1410.0,1023-447,4.0,1,1m5,waste,125.0,19,16,SS
1080.0,1023-886,3.0,1,1m25,waste,125.0,20,16,SS
1060.0,1023-760,2.0,1,1m25,waste,125.0,21,16,SS
970.0,1023-604,1.0,1,1m0,waste,125.0,22,16,SS
1875.0,1023-576,10.0,1,2m0,waste,125.0,23,16,SS
2635.0,1023-385,15.0,1,new,3m25,,24,16,SS
3560.0,1023-684,19.0,1,new,2m25,,25,16,SS
3720.0,1023-654,20.0,1,new,2m25,,26,16,SS
3945.0,1023-397,21.0,1,new,2m0,,27,16,SS
4040.0,1023-369,22.0,1,new,1m75,,28,16,SS
4085.0,1023-716,23.0,1,new,1m75,,29,16,SS
4165.0,1023-515,24.0,1,new,1m75,,30,16,SS
4275.0,1023-688,25.0,1,new,1m5,,31,16,SS
4440.0,1023-665,26.0,1,new,1m5,,32,16,SS
4805.0,1023-828,27.0,1,new,1m0,,33,16,SS
4920.0,1023-504,28.0,1,new,1m0,,34,16,SS
4945.0,1023-935,29.0,1,new,waste,1055.0,35,16,SS
4945.0,1023-935,30.0,1,new,waste,1055.0,36,16,SS
4945.0,1023-935,31.0,1,new,waste,1055.0,37,16,SS
1020.0,1023-529,0.0,1,1m5,waste,250.0,1,17,8m
3380.0,1023-927,24.0,1,3m5,waste,250.0,2,17,8m
3360.0,1023-710,23.0,1,3m5,waste,250.0,3,17,8m
3250.0,1023-444,22.0,1,3m5,waste,250.0,4,17,8m
3125.0,1023-407,20.0,1,3m5,waste,250.0,5,17,8m
3120.0,1023-481,19.0,1,3m5,waste,250.0,6,17,8m
2680.0,1023-883,17.0,1,3m0,waste,250.0,7,17,8m
2675.0,1023-747,16.0,1,3m0,waste,250.0,8,17,8m
2625.0,1023-876,15.0,1,3m0,waste,250.0,9,17,8m
2625.0,1023-876,14.0,1,3m0,waste,250.0,10,17,8m
2625.0,1023-876,13.0,1,3m0,waste,250.0,11,17,8m
1545.0,1023-561,4.0,1,2m0,waste,250.0,12,17,8m
1675.0,1023-553,5.0,1,2m0,waste,250.0,13,17,8m
2065.0,1023-394,7.0,1,2m5,waste,250.0,14,17,8m
2335.0,1023-233,8.0,1,2m5,waste,250.0,15,17,8m
2400.0,1023-436,9.0,1,2m5,waste,250.0,16,17,8m
2065.0,1023-394,6.0,1,2m5,waste,250.0,17,17,8m
3560.0,1023-590,27.0,2,new,,,18,17,8m
4435.0,1023-835,35.0,2,,waste,5.0,18,17,8m
1545.0,1023-561,3.0,3,new,,,19,17,8m
2625.0,1023-876,10.0,3,,,,19,17,8m
3820.0,1023-523,28.0,3,,waste,10.0,19,17,8m
2625.0,1023-876,11.0,2,new,,,20,17,8m
5355.0,1023-905,41.0,2,,waste,20.0,20,17,8m
1445.0,1023-730,1.0,3,new,,,21,17,8m
2625.0,1023-876,12.0,3,,,,21,17,8m
3900.0,1023-782,29.0,3,,waste,30.0,21,17,8m
3550.0,1023-437,25.0,2,new,,,22,17,8m
3550.0,1023-437,26.0,2,,waste,900.0,22,17,8m
1445.0,1023-730,2.0,3,new,,,23,17,8m
3010.0,1023-840,18.0,3,,,,23,17,8m
3245.0,1023-415,21.0,3,,waste,300.0,23,17,8m
4040.0,1023-850,30.0,1,new,3m5,,24,17,8m
4065.0,1023-857,31.0,1,new,3m5,,25,17,8m
4065.0,1023-857,32.0,1,new,3m5,,26,17,8m
4165.0,1023-819,33.0,1,new,3m5,,27,17,8m
4225.0,1023-855,34.0,1,new,3m5,,28,17,8m
4570.0,1023-310,36.0,1,new,3m0,,29,17,8m
4585.0,1023-824,37.0,1,new,3m0,,30,17,8m
4615.0,1023-687,38.0,1,new,3m0,,31,17,8m
4845.0,1023-372,39.0,1,new,3m0,,32,17,8m
5020.0,1023-856,40.0,1,new,2m5,,33,17,8m
5430.0,1023-860,42.0,1,new,2m5,,34,17,8m
5520.0,1023-397,43.0,1,new,2m0,,35,17,8m
5600.0,1023-297,44.0,1,new,2m0,,36,17,8m
1020.0,1023-529,0.0,1,1m5,waste,250.0,1,17,7m
3380.0,1023-927,24.0,1,3m5,waste,250.0,2,17,7m
2680.0,1023-883,17.0,1,3m0,waste,250.0,3,17,7m
2675.0,1023-747,16.0,1,3m0,waste,250.0,4,17,7m
2625.0,1023-876,15.0,1,3m0,waste,250.0,5,17,7m
2625.0,1023-876,14.0,1,3m0,waste,250.0,6,17,7m
2625.0,1023-876,13.0,1,3m0,waste,250.0,7,17,7m
2625.0,1023-876,11.0,1,3m0,waste,250.0,8,17,7m
2625.0,1023-876,12.0,1,3m0,waste,250.0,9,17,7m
1445.0,1023-730,1.0,1,1m5,waste,250.0,10,17,7m
1445.0,1023-730,2.0,1,1m5,waste,250.0,11,17,7m
1545.0,1023-561,4.0,1,2m0,waste,250.0,12,17,7m
1675.0,1023-553,5.0,1,2m0,waste,250.0,13,17,7m
1545.0,1023-561,3.0,1,2m0,waste,250.0,14,17,7m
2065.0,1023-394,7.0,1,2m5,waste,250.0,15,17,7m
2335.0,1023-233,8.0,1,2m5,waste,250.0,16,17,7m
2400.0,1023-436,9.0,1,2m5,waste,250.0,17,17,7m
2625.0,1023-876,10.0,1,3m0,waste,250.0,18,17,7m
2065.0,1023-394,6.0,1,2m5,waste,250.0,19,17,7m
3125.0,1023-407,20.0,2,new,,,20,17,7m
3820.0,1023-523,28.0,2,,waste,55.0,20,17,7m
3360.0,1023-710,23.0,2,new,,,21,17,7m
3560.0,1023-590,27.0,2,,waste,80.0,21,17,7m
3010.0,1023-840,18.0,2,new,,,22,17,7m
3900.0,1023-782,29.0,2,,waste,90.0,22,17,7m
3120.0,1023-481,19.0,1,new,3m5,,23,17,7m
3245.0,1023-415,21.0,1,new,3m5,,24,17,7m
5430.0,1023-860,42.0,1,new,1m5,,25,17,7m
5355.0,1023-905,41.0,1,new,1m5,,26,17,7m
5020.0,1023-856,40.0,1,new,1m5,,27,17,7m
4845.0,1023-372,39.0,1,new,2m0,,28,17,7m
4615.0,1023-687,38.0,1,new,2m0,,29,17,7m
4585.0,1023-824,37.0,1,new,2m0,,30,17,7m
4570.0,1023-310,36.0,1,new,2m0,,31,17,7m
4435.0,1023-835,35.0,1,new,2m5,,32,17,7m
4225.0,1023-855,34.0,1,new,2m5,,33,17,7m
4165.0,1023-819,33.0,1,new,2m5,,34,17,7m
4065.0,1023-857,32.0,1,new,2m5,,35,17,7m
4065.0,1023-857,31.0,1,new,2m5,,36,17,7m
4040.0,1023-850,30.0,1,new,2m5,,37,17,7m
3550.0,1023-437,26.0,1,new,3m0,,38,17,7m
3550.0,1023-437,25.0,1,new,3m0,,39,17,7m
3250.0,1023-444,22.0,1,new,3m5,,40,17,7m
5520.0,1023-397,43.0,1,new,waste,1480.0,41,17,7m
5600.0,1023-297,44.0,1,new,waste,1400.0,42,17,7m
5020.0,1023-856,40.0,1,new,waste,980.0,1,17,6m
5355.0,1023-905,41.0,1,new,waste,645.0,2,17,6m
5430.0,1023-860,42.0,1,new,waste,570.0,3,17,6m
5520.0,1023-397,43.0,1,new,waste,480.0,4,17,6m
5600.0,1023-297,44.0,1,new,waste,400.0,5,17,6m
1020.0,1023-529,0.0,1,1m5,waste,250.0,6,17,6m
2680.0,1023-883,17.0,1,3m0,waste,250.0,7,17,6m
2675.0,1023-747,16.0,1,3m0,waste,250.0,8,17,6m
2625.0,1023-876,15.0,1,3m0,waste,250.0,9,17,6m
2625.0,1023-876,14.0,1,3m0,waste,250.0,10,17,6m
2625.0,1023-876,13.0,1,3m0,waste,250.0,11,17,6m
2625.0,1023-876,11.0,1,3m0,waste,250.0,12,17,6m
2625.0,1023-876,12.0,1,3m0,waste,250.0,13,17,6m
1445.0,1023-730,1.0,1,1m5,waste,250.0,14,17,6m
1445.0,1023-730,2.0,1,1m5,waste,250.0,15,17,6m
1545.0,1023-561,4.0,1,2m0,waste,250.0,16,17,6m
1675.0,1023-553,5.0,1,2m0,waste,250.0,17,17,6m
1545.0,1023-561,3.0,1,2m0,waste,250.0,18,17,6m
2065.0,1023-394,7.0,1,2m5,waste,250.0,19,17,6m
2335.0,1023-233,8.0,1,2m5,waste,250.0,20,17,6m
2400.0,1023-436,9.0,1,2m5,waste,250.0,21,17,6m
2065.0,1023-394,6.0,1,2m5,waste,250.0,22,17,6m
2625.0,1023-876,10.0,2,new,,,23,17,6m
3360.0,1023-710,23.0,2,,waste,15.0,23,17,6m
3010.0,1023-840,18.0,1,new,2m5,,24,17,6m
4040.0,1023-850,30.0,1,new,1m5,,25,17,6m
4435.0,1023-835,35.0,1,new,1m5,,26,17,6m
4225.0,1023-855,34.0,1,new,1m5,,27,17,6m
4165.0,1023-819,33.0,1,new,1m5,,28,17,6m
4065.0,1023-857,32.0,1,new,1m5,,29,17,6m
4065.0,1023-857,31.0,1,new,1m5,,30,17,6m
3900.0,1023-782,29.0,1,new,2m0,,31,17,6m
3120.0,1023-481,19.0,1,new,2m5,,32,17,6m
3820.0,1023-523,28.0,1,new,2m0,,33,17,6m
3560.0,1023-590,27.0,1,new,2m0,,34,17,6m
3550.0,1023-437,26.0,1,new,2m0,,35,17,6m
3550.0,1023-437,25.0,1,new,2m0,,36,17,6m
3380.0,1023-927,24.0,1,new,2m5,,37,17,6m
3250.0,1023-444,22.0,1,new,2m5,,38,17,6m
3245.0,1023-415,21.0,1,new,2m5,,39,17,6m
3125.0,1023-407,20.0,1,new,2m5,,40,17,6m
4570.0,1023-310,36.0,1,new,waste,1430.0,41,17,6m
4585.0,1023-824,37.0,1,new,waste,1415.0,42,17,6m
4615.0,1023-687,38.0,1,new,waste,1385.0,43,17,6m
4845.0,1023-372,39.0,1,new,waste,1155.0,44,17,6m
5020.0,1023-856,40.0,1,new,waste,980.0,1,17,SS
5355.0,1023-905,41.0,1,new,waste,645.0,2,17,SS
5430.0,1023-860,42.0,1,new,waste,570.0,3,17,SS
5520.0,1023-397,43.0,1,new,waste,480.0,4,17,SS
5600.0,1023-297,44.0,1,new,waste,400.0,5,17,SS
1020.0,1023-529,0.0,1,1m25,waste,125.0,6,17,SS
3380.0,1023-927,24.0,1,3m5,waste,125.0,7,17,SS
3245.0,1023-415,21.0,1,3m25,waste,125.0,8,17,SS
3125.0,1023-407,20.0,1,3m25,waste,125.0,9,17,SS
3120.0,1023-481,19.0,1,3m25,waste,125.0,10,17,SS
1445.0,1023-730,1.0,1,1m5,waste,125.0,11,17,SS
1445.0,1023-730,2.0,1,1m5,waste,125.0,12,17,SS
1545.0,1023-561,3.0,1,1m75,waste,125.0,13,17,SS
1675.0,1023-553,5.0,1,1m75,waste,125.0,14,17,SS
1545.0,1023-561,4.0,1,1m75,waste,125.0,15,17,SS
2065.0,1023-394,7.0,1,2m25,waste,125.0,16,17,SS
2335.0,1023-233,8.0,1,2m5,waste,125.0,17,17,SS
2065.0,1023-394,6.0,1,2m25,waste,125.0,18,17,SS
2625.0,1023-876,10.0,2,new,,,19,17,SS
3360.0,1023-710,23.0,2,,waste,15.0,19,17,SS
2400.0,1023-436,9.0,2,new,,,20,17,SS
3560.0,1023-590,27.0,2,,waste,40.0,20,17,SS
2680.0,1023-883,17.0,2,new,,,21,17,SS
3250.0,1023-444,22.0,2,,waste,70.0,21,17,SS
2625.0,1023-876,11.0,1,new,3m25,,22,17,SS
4040.0,1023-850,30.0,1,new,1m75,,23,17,SS
4615.0,1023-687,38.0,1,new,1m25,,24,17,SS
4585.0,1023-824,37.0,1,new,1m25,,25,17,SS
4570.0,1023-310,36.0,1,new,1m25,,26,17,SS
4435.0,1023-835,35.0,1,new,1m5,,27,17,SS
4225.0,1023-855,34.0,1,new,1m75,,28,17,SS
4165.0,1023-819,33.0,1,new,1m75,,29,17,SS
4065.0,1023-857,32.0,1,new,1m75,,30,17,SS
4065.0,1023-857,31.0,1,new,1m75,,31,17,SS
3900.0,1023-782,29.0,1,new,2m0,,32,17,SS
2625.0,1023-876,12.0,1,new,3m25,,33,17,SS
3550.0,1023-437,26.0,1,new,2m25,,34,17,SS
3550.0,1023-437,25.0,1,new,2m25,,35,17,SS
3010.0,1023-840,18.0,1,new,2m75,,36,17,SS
2675.0,1023-747,16.0,1,new,3m25,,37,17,SS
2625.0,1023-876,15.0,1,new,3m25,,38,17,SS
2625.0,1023-876,14.0,1,new,3m25,,39,17,SS
2625.0,1023-876,13.0,1,new,3m25,,40,17,SS
3820.0,1023-523,28.0,1,new,split,,41,17,SS
1500.0,,,1,split,waste,680.0,41,17,SS
4845.0,1023-372,39.0,1,new,waste,1155.0,42,17,SS
3395.0,1023-235,26.0,1,3m5,waste,250.0,1,18,8m
3145.0,1023-616,25.0,1,3m5,waste,250.0,2,18,8m
3070.0,1023-946,24.0,1,3m5,waste,250.0,3,18,8m
3065.0,1023-913,23.0,1,3m5,waste,250.0,4,18,8m
3055.0,1023-893,22.0,1,3m5,waste,250.0,5,18,8m
2985.0,1023-539,20.0,1,3m0,waste,250.0,6,18,8m
2945.0,1023-286,19.0,1,3m0,waste,250.0,7,18,8m
2945.0,1023-286,18.0,1,3m0,waste,250.0,8,18,8m
2920.0,1023-507,17.0,1,3m0,waste,250.0,9,18,8m
2080.0,1023-273,12.0,1,2m5,waste,250.0,10,18,8m
2265.0,1023-377,13.0,1,2m5,waste,250.0,11,18,8m
1510.0,1023-756,2.0,1,2m0,waste,250.0,12,18,8m
1645.0,1023-953,3.0,1,2m0,waste,250.0,13,18,8m
1145.0,1023-916,0.0,2,2m5,,,14,18,8m
1245.0,1023-830,1.0,2,,waste,250.0,14,18,8m
1935.0,1023-742,7.0,3,new,,,15,18,8m
1990.0,1023-338,11.0,3,,,,15,18,8m
4070.0,1023-825,30.0,3,,waste,5.0,15,18,8m
3640.0,1023-641,27.0,2,new,,,16,18,8m
4350.0,1023-749,33.0,2,,waste,10.0,16,18,8m
3770.0,1023-979,29.0,2,new,,,17,18,8m
4220.0,1023-408,32.0,2,,waste,10.0,17,18,8m
1720.0,1023-211,4.0,3,new,,,18,18,8m
1830.0,1023-800,5.0,3,,,,18,18,8m
4430.0,1023-730,34.0,3,,waste,20.0,18,18,8m
2630.0,1023-843,14.0,2,new,,,19,18,8m
5285.0,1023-768,36.0,2,,waste,85.0,19,18,8m
3745.0,1023-330,28.0,2,new,,,20,18,8m
4155.0,1023-644,31.0,2,,waste,100.0,20,18,8m
1985.0,1023-824,9.0,3,new,,,21,18,8m
2920.0,1023-507,16.0,3,,,,21,18,8m
2995.0,1023-472,21.0,3,,waste,100.0,21,18,8m
1875.0,1023-562,6.0,3,new,,,22,18,8m
1970.0,1023-928,8.0,3,,,,22,18,8m
1985.0,1023-824,10.0,3,,2m0,,22,18,8m
4670.0,1023-700,35.0,1,new,3m0,,23,18,8m
5575.0,1023-600,37.0,1,new,2m0,,24,18,8m
5575.0,1023-600,38.0,1,new,2m0,,25,18,8m
5575.0,1023-600,39.0,1,new,2m0,,26,18,8m
5575.0,1023-600,40.0,1,new,2m0,,27,18,8m
5575.0,1023-600,41.0,1,new,2m0,,28,18,8m
2875.0,1023-479,15.0,1,new,split,,29,18,8m
3500.0,,,1,split,split,,29,18,8m
1500.0,,,1,split,waste,125.0,29,18,8m
1145.0,1023-916,0.0,1,1m5,waste,250.0,1,18,7m
3395.0,1023-235,26.0,1,3m5,waste,250.0,2,18,7m
3145.0,1023-616,25.0,1,3m5,waste,250.0,3,18,7m
3070.0,1023-946,24.0,1,3m5,waste,250.0,4,18,7m
2985.0,1023-539,20.0,1,3m0,waste,250.0,5,18,7m
2945.0,1023-286,19.0,1,3m0,waste,250.0,6,18,7m
2945.0,1023-286,18.0,1,3m0,waste,250.0,7,18,7m
2920.0,1023-507,17.0,1,3m0,waste,250.0,8,18,7m
2920.0,1023-507,16.0,1,3m0,waste,250.0,9,18,7m
2875.0,1023-479,15.0,1,3m0,waste,250.0,10,18,7m
2630.0,1023-843,14.0,1,3m0,waste,250.0,11,18,7m
2995.0,1023-472,21.0,1,3m0,waste,250.0,12,18,7m
2080.0,1023-273,12.0,1,2m5,waste,250.0,13,18,7m
2265.0,1023-377,13.0,1,2m5,waste,250.0,14,18,7m
1245.0,1023-830,1.0,1,1m5,waste,250.0,15,18,7m
1510.0,1023-756,2.0,1,2m0,waste,250.0,16,18,7m
1645.0,1023-953,3.0,1,2m0,waste,250.0,17,18,7m
1830.0,1023-800,5.0,1,2m0,waste,250.0,18,18,7m
1720.0,1023-211,4.0,1,2m0,waste,250.0,19,18,7m
1935.0,1023-742,7.0,1,2m0,waste,250.0,20,18,7m
1970.0,1023-928,8.0,1,2m0,waste,250.0,21,18,7m
1985.0,1023-824,9.0,1,2m0,waste,250.0,22,18,7m
1985.0,1023-824,10.0,1,2m0,waste,250.0,23,18,7m
1990.0,1023-338,11.0,1,2m0,waste,250.0,24,18,7m
1875.0,1023-562,6.0,1,2m0,waste,250.0,25,18,7m
3055.0,1023-893,22.0,1,new,3m5,,26,18,7m
4430.0,1023-730,34.0,1,new,2m5,,27,18,7m
5285.0,1023-768,36.0,1,new,1m5,,28,18,7m
