,lg,rest,depth,store_loc,store_status,rtv_loc,rtv_status
_1_14_19_21,5430,570,4,,,,
_1_14_19_22,5485,515,4,,,,
_1_14_19_23,5635,365,4,,,,
_1_14_19_24,5650,350,4,,,,
_1_14_19_25,5795,205,4,,,,
_1_14_20_21,5485,515,4,,,,
_1_14_20_22,5540,460,4,,,,
_1_14_20_23,5690,310,4,,,,
_1_14_20_24,5705,295,4,,,,
_1_14_20_25,5850,150,4,,,,
_1_14_21_22,5675,325,4,,,,
_1_14_21_23,5825,175,4,,,,
_1_14_21_24,5840,160,4,,,,
_1_14_21_25,5985,15,4,,,,
_1_14_22_23,5880,120,4,,,,
_1_14_22_24,5895,105,4,,,,
_1_15_16_17,4760,1240,4,1m0,EMPTY,,
_1_15_16_18,4760,1240,4,1m0,EMPTY,,
_1_15_16_19,5000,1000,4,1m0,EMPTY,,
_1_15_16_20,5055,945,4,,,,
_1_15_16_21,5190,810,4,,,,
_1_15_16_22,5245,755,4,,,,
_1_15_16_23,5395,605,4,,,,
_1_15_16_24,5410,590,4,,,,
_1_15_16_25,5555,445,4,,,,
_1_15_16_26,5795,205,4,,,,
_1_15_17_18,4760,1240,4,1m0,EMPTY,,
_1_15_17_19,5000,1000,4,1m0,EMPTY,,
_1_15_17_20,5055,945,4,,,,
_1_15_17_21,5190,810,4,,,,
_1_15_17_22,5245,755,4,,,,
_1_15_17_23,5395,605,4,,,,
_1_15_17_24,5410,590,4,,,,
_1_15_17_25,5555,445,4,,,,
_1_15_17_26,5795,205,4,,,,
_1_15_18_19,5000,1000,4,1m0,EMPTY,,
_1_15_18_20,5055,945,4,,,,
_1_15_18_21,5190,810,4,,,,
_1_15_18_22,5245,755,4,,,,
_1_15_18_23,5395,605,4,,,,
_1_15_18_24,5410,590,4,,,,
_1_15_18_25,5555,445,4,,,,
_1_15_18_26,5795,205,4,,,,
_1_15_19_20,5295,705,4,,,,
_1_15_19_21,5430,570,4,,,,
_1_15_19_22,5485,515,4,,,,
_1_15_19_23,5635,365,4,,,,
_1_15_19_24,5650,350,4,,,,
_1_15_19_25,5795,205,4,,,,
_1_15_20_21,5485,515,4,,,,
_1_15_20_22,5540,460,4,,,,
_1_15_20_23,5690,310,4,,,,
_1_15_20_24,5705,295,4,,,,
_1_15_20_25,5850,150,4,,,,
_1_15_21_22,5675,325,4,,,,
_1_15_21_23,5825,175,4,,,,
_1_15_21_24,5840,160,4,,,,
_1_15_21_25,5985,15,4,,,,
_1_15_22_23,5880,120,4,,,,
_1_15_22_24,5895,105,4,,,,
_1_16_17_18,4760,1240,4,1m0,EMPTY,,
_1_16_17_19,5000,1000,4,1m0,EMPTY,,
_1_16_17_20,5055,945,4,,,,
_1_16_17_21,5190,810,4,,,,
_1_16_17_22,5245,755,4,,,,
_1_16_17_23,5395,605,4,,,,
_1_16_17_24,5410,590,4,,,,
_1_16_17_25,5555,445,4,,,,
_1_16_17_26,5795,205,4,,,,
_1_16_18_19,5000,1000,4,1m0,EMPTY,,
_1_16_18_20,5055,945,4,,,,
_1_16_18_21,5190,810,4,,,,
_1_16_18_22,5245,755,4,,,,
_1_16_18_23,5395,605,4,,,,
_1_16_18_24,5410,590,4,,,,
_1_16_18_25,5555,445,4,,,,
_1_16_18_26,5795,205,4,,,,
_1_16_19_20,5295,705,4,,,,
_1_16_19_21,5430,570,4,,,,
_1_16_19_22,5485,515,4,,,,
_1_16_19_23,5635,365,4,,,,
_1_16_19_24,5650,350,4,,,,
_1_16_19_25,5795,205,4,,,,
_1_16_20_21,5485,515,4,,,,
_1_16_20_22,5540,460,4,,,,
_1_16_20_23,5690,310,4,,,,
_1_16_20_24,5705,295,4,,,,
_1_16_20_25,5850,150,4,,,,
_1_16_21_22,5675,325,4,,,,
_1_16_21_23,5825,175,4,,,,
_1_16_21_24,5840,160,4,,,,
_1_16_21_25,5985,15,4,,,,
_1_16_22_23,5880,120,4,,,,
_1_16_22_24,5895,105,4,,,,
_1_17_18_19,5000,1000,4,1m0,EMPTY,,
_1_17_18_20,5055,945,4,,,,
_1_17_18_21,5190,810,4,,,,
_1_17_18_22,5245,755,4,,,,
_1_17_18_23,5395,605,4,,,,
_1_17_18_24,5410,590,4,,,,
_1_17_18_25,5555,445,4,,,,
_1_17_18_26,5795,205,4,,,,
_1_17_19_20,5295,705,4,,,,
_1_17_19_21,5430,570,4,,,,
_1_17_19_22,5485,515,4,,,,
_1_17_19_23,5635,365,4,,,,
_1_17_19_24,5650,350,4,,,,
_1_17_19_25,5795,205,4,,,,
_1_17_20_21,5485,515,4,,,,
_1_17_20_22,5540,460,4,,,,
_1_17_20_23,5690,310,4,,,,
_1_17_20_24,5705,295,4,,,,
_1_17_20_25,5850,150,4,,,,
_1_17_21_22,5675,325,4,,,,
_1_17_21_23,5825,175,4,,,,
_1_17_21_24,5840,160,4,,,,
_1_17_21_25,5985,15,4,,,,
_1_17_22_23,5880,120,4,,,,
_1_17_22_24,5895,105,4,,,,
_1_18_19_20,5295,705,4,,,,
_1_18_19_21,5430,570,4,,,,
_1_18_19_22,5485,515,4,,,,
_1_18_19_23,5635,365,4,,,,
_1_18_19_24,5650,350,4,,,,
_1_18_19_25,5795,205,4,,,,
_1_18_20_21,5485,515,4,,,,
_1_18_20_22,5540,460,4,,,,
_1_18_20_23,5690,310,4,,,,
_1_18_20_24,5705,295,4,,,,
_1_18_20_25,5850,150,4,,,,
_1_18_21_22,5675,325,4,,,,
_1_18_21_23,5825,175,4,,,,
_1_18_21_24,5840,160,4,,,,
_1_18_21_25,5985,15,4,,,,
_1_18_22_23,5880,120,4,,,,
_1_18_22_24,5895,105,4,,,,
_1_19_20_21,5725,275,4,,,,
_1_19_20_22,5780,220,4,,,,
_1_19_20_23,5930,70,4,,,,
_1_19_20_24,5945,55,4,,,,
_1_19_21_22,5915,85,4,,,,
_1_20_21_22,5970,30,4,,,,
_2_3_4_5,4035,1965,4,1m5,EMPTY,,
_2_3_4_6,4155,1845,4,1m5,EMPTY,,
_2_3_4_7,4215,1785,4,1m5,EMPTY,,
_2_3_4_8,4225,1775,4,1m5,EMPTY,,
_2_3_4_9,4240,1760,4,1m5,EMPTY,,
_10_2_3_4,4240,1760,4,1m5,EMPTY,,
_11_2_3_4,4240,1760,4,1m5,EMPTY,,
_12_2_3_4,4240,1760,4,1m5,EMPTY,,
_13_2_3_4,4240,1760,4,1m5,EMPTY,,
_14_2_3_4,4240,1760,4,1m5,EMPTY,,
_15_2_3_4,4240,1760,4,1m5,EMPTY,,
_16_2_3_4,4240,1760,4,1m5,EMPTY,,
_17_2_3_4,4240,1760,4,1m5,EMPTY,,
_18_2_3_4,4240,1760,4,1m5,EMPTY,,
_19_2_3_4,4480,1520,4,1m5,EMPTY,,
_2_20_3_4,4535,1465,4,1m0,EMPTY,,
_2_21_3_4,4670,1330,4,1m0,EMPTY,,
_2_22_3_4,4725,1275,4,1m0,EMPTY,,
_2_23_3_4,4875,1125,4,1m0,EMPTY,,
_2_24_3_4,4890,1110,4,1m0,EMPTY,,
_2_25_3_4,5035,965,4,,,,
_2_26_3_4,5275,725,4,,,,
_2_27_3_4,5490,510,4,,,,
_2_28_3_4,5520,480,4,,,,
_2_29_3_4,5735,265,4,,,,
_2_3_30_4,5795,205,4,,,,
_2_3_31_4,5870,130,4,,,,
_2_3_32_4,5980,20,4,,,,
_2_3_5_6,4210,1790,4,1m5,EMPTY,,
_2_3_5_7,4270,1730,4,1m5,EMPTY,,
_2_3_5_8,4280,1720,4,1m5,EMPTY,,
_2_3_5_9,4295,1705,4,1m5,EMPTY,,
_10_2_3_5,4295,1705,4,1m5,EMPTY,,
_11_2_3_5,4295,1705,4,1m5,EMPTY,,
_12_2_3_5,4295,1705,4,1m5,EMPTY,,
_13_2_3_5,4295,1705,4,1m5,EMPTY,,
_14_2_3_5,4295,1705,4,1m5,EMPTY,,
_15_2_3_5,4295,1705,4,1m5,EMPTY,,
_16_2_3_5,4295,1705,4,1m5,EMPTY,,
_17_2_3_5,4295,1705,4,1m5,EMPTY,,
_18_2_3_5,4295,1705,4,1m5,EMPTY,,
_19_2_3_5,4535,1465,4,1m0,EMPTY,,
_2_20_3_5,4590,1410,4,1m0,EMPTY,,
_2_21_3_5,4725,1275,4,1m0,EMPTY,,
_2_22_3_5,4780,1220,4,1m0,EMPTY,,
_2_23_3_5,4930,1070,4,1m0,EMPTY,,
_2_24_3_5,4945,1055,4,1m0,EMPTY,,
_2_25_3_5,5090,910,4,,,,
_2_26_3_5,5330,670,4,,,,
_2_27_3_5,5545,455,4,,,,
_2_28_3_5,5575,425,4,,,,
_2_29_3_5,5790,210,4,,,,
_2_3_30_5,5850,150,4,,,,
_2_3_31_5,5925,75,4,,,,
_2_3_6_7,4390,1610,4,1m5,EMPTY,,
_2_3_6_8,4400,1600,4,1m5,EMPTY,,
_2_3_6_9,4415,1585,4,1m5,EMPTY,,
_10_2_3_6,4415,1585,4,1m5,EMPTY,,
_11_2_3_6,4415,1585,4,1m5,EMPTY,,
_12_2_3_6,4415,1585,4,1m5,EMPTY,,
_13_2_3_6,4415,1585,4,1m5,EMPTY,,
_14_2_3_6,4415,1585,4,1m5,EMPTY,,
_15_2_3_6,4415,1585,4,1m5,EMPTY,,
_16_2_3_6,4415,1585,4,1m5,EMPTY,,
_17_2_3_6,4415,1585,4,1m5,EMPTY,,
_18_2_3_6,4415,1585,4,1m5,EMPTY,,
_19_2_3_6,4655,1345,4,1m0,EMPTY,,
_2_20_3_6,4710,1290,4,1m0,EMPTY,,
_2_21_3_6,4845,1155,4,1m0,EMPTY,,
_2_22_3_6,4900,1100,4,1m0,EMPTY,,
_2_23_3_6,5050,950,4,,,,
_2_24_3_6,5065,935,4,,,,
_2_25_3_6,5210,790,4,,,,
_2_26_3_6,5450,550,4,,,,
_2_27_3_6,5665,335,4,,,,
_2_28_3_6,5695,305,4,,,,
_2_29_3_6,5910,90,4,,,,
_2_3_30_6,5970,30,4,,,,
_2_3_7_8,4460,1540,4,1m5,EMPTY,,
_2_3_7_9,4475,1525,4,1m5,EMPTY,,
_10_2_3_7,4475,1525,4,1m5,EMPTY,,
_11_2_3_7,4475,1525,4,1m5,EMPTY,,
_12_2_3_7,4475,1525,4,1m5,EMPTY,,
_13_2_3_7,4475,1525,4,1m5,EMPTY,,
_14_2_3_7,4475,1525,4,1m5,EMPTY,,
_15_2_3_7,4475,1525,4,1m5,EMPTY,,
_16_2_3_7,4475,1525,4,1m5,EMPTY,,
_17_2_3_7,4475,1525,4,1m5,EMPTY,,
_18_2_3_7,4475,1525,4,1m5,EMPTY,,
_19_2_3_7,4715,1285,4,1m0,EMPTY,,
_2_20_3_7,4770,1230,4,1m0,EMPTY,,
_2_21_3_7,4905,1095,4,1m0,EMPTY,,
_2_22_3_7,4960,1040,4,1m0,EMPTY,,
_2_23_3_7,5110,890,4,,,,
_2_24_3_7,5125,875,4,,,,
_2_25_3_7,5270,730,4,,,,
_2_26_3_7,5510,490,4,,,,
_2_27_3_7,5725,275,4,,,,
_2_28_3_7,5755,245,4,,,,
_2_29_3_7,5970,30,4,,,,
_2_3_8_9,4485,1515,4,1m5,EMPTY,,
_10_2_3_8,4485,1515,4,1m5,EMPTY,,
_11_2_3_8,4485,1515,4,1m5,EMPTY,,
_12_2_3_8,4485,1515,4,1m5,EMPTY,,
_13_2_3_8,4485,1515,4,1m5,EMPTY,,
_14_2_3_8,4485,1515,4,1m5,EMPTY,,
_15_2_3_8,4485,1515,4,1m5,EMPTY,,
_16_2_3_8,4485,1515,4,1m5,EMPTY,,
_17_2_3_8,4485,1515,4,1m5,EMPTY,,
_18_2_3_8,4485,1515,4,1m5,EMPTY,,
_19_2_3_8,4725,1275,4,1m0,EMPTY,,
_2_20_3_8,4780,1220,4,1m0,EMPTY,,
_2_21_3_8,4915,1085,4,1m0,EMPTY,,
_2_22_3_8,4970,1030,4,1m0,EMPTY,,
_2_23_3_8,5120,880,4,,,,
_2_24_3_8,5135,865,4,,,,
_2_25_3_8,5280,720,4,,,,
_2_26_3_8,5520,480,4,,,,
_2_27_3_8,5735,265,4,,,,
_2_28_3_8,5765,235,4,,,,
_2_29_3_8,5980,20,4,,,,
_10_2_3_9,4500,1500,4,1m5,EMPTY,,
_11_2_3_9,4500,1500,4,1m5,EMPTY,,
_12_2_3_9,4500,1500,4,1m5,EMPTY,,
_13_2_3_9,4500,1500,4,1m5,EMPTY,,
_14_2_3_9,4500,1500,4,1m5,EMPTY,,
_15_2_3_9,4500,1500,4,1m5,EMPTY,,
_16_2_3_9,4500,1500,4,1m5,EMPTY,,
_17_2_3_9,4500,1500,4,1m5,EMPTY,,
_18_2_3_9,4500,1500,4,1m5,EMPTY,,
_19_2_3_9,4740,1260,4,1m0,EMPTY,,
_2_20_3_9,4795,1205,4,1m0,EMPTY,,
_2_21_3_9,4930,1070,4,1m0,EMPTY,,
_2_22_3_9,4985,1015,4,1m0,EMPTY,,
_2_23_3_9,5135,865,4,,,,
_2_24_3_9,5150,850,4,,,,
_2_25_3_9,5295,705,4,,,,
_2_26_3_9,5535,465,4,,,,
_2_27_3_9,5750,250,4,,,,
_2_28_3_9,5780,220,4,,,,
_2_29_3_9,5995,5,4,,,,
_10_11_2_3,4500,1500,4,1m5,EMPTY,,
_10_12_2_3,4500,1500,4,1m5,EMPTY,,
_10_13_2_3,4500,1500,4,1m5,EMPTY,,
_10_14_2_3,4500,1500,4,1m5,EMPTY,,
_10_15_2_3,4500,1500,4,1m5,EMPTY,,
_10_16_2_3,4500,1500,4,1m5,EMPTY,,
_10_17_2_3,4500,1500,4,1m5,EMPTY,,
_10_18_2_3,4500,1500,4,1m5,EMPTY,,
_10_19_2_3,4740,1260,4,1m0,EMPTY,,
_10_2_20_3,4795,1205,4,1m0,EMPTY,,
_10_2_21_3,4930,1070,4,1m0,EMPTY,,
_10_2_22_3,4985,1015,4,1m0,EMPTY,,
_10_2_23_3,5135,865,4,,,,
_10_2_24_3,5150,850,4,,,,
_10_2_25_3,5295,705,4,,,,
_10_2_26_3,5535,465,4,,,,
_10_2_27_3,5750,250,4,,,,
_10_2_28_3,5780,220,4,,,,
_10_2_29_3,5995,5,4,,,,
_11_12_2_3,4500,1500,4,1m5,EMPTY,,
_11_13_2_3,4500,1500,4,1m5,EMPTY,,
_11_14_2_3,4500,1500,4,1m5,EMPTY,,
_11_15_2_3,4500,1500,4,1m5,EMPTY,,
_11_16_2_3,4500,1500,4,1m5,EMPTY,,
_11_17_2_3,4500,1500,4,1m5,EMPTY,,
_11_18_2_3,4500,1500,4,1m5,EMPTY,,
_11_19_2_3,4740,1260,4,1m0,EMPTY,,
_11_2_20_3,4795,1205,4,1m0,EMPTY,,
_11_2_21_3,4930,1070,4,1m0,EMPTY,,
_11_2_22_3,4985,1015,4,1m0,EMPTY,,
_11_2_23_3,5135,865,4,,,,
_11_2_24_3,5150,850,4,,,,
_11_2_25_3,5295,705,4,,,,
_11_2_26_3,5535,465,4,,,,
_11_2_27_3,5750,250,4,,,,
_11_2_28_3,5780,220,4,,,,
_11_2_29_3,5995,5,4,,,,
_12_13_2_3,4500,1500,4,1m5,EMPTY,,
_12_14_2_3,4500,1500,4,1m5,EMPTY,,
_12_15_2_3,4500,1500,4,1m5,EMPTY,,
_12_16_2_3,4500,1500,4,1m5,EMPTY,,
_12_17_2_3,4500,1500,4,1m5,EMPTY,,
_12_18_2_3,4500,1500,4,1m5,EMPTY,,
_12_19_2_3,4740,1260,4,1m0,EMPTY,,
_12_2_20_3,4795,1205,4,1m0,EMPTY,,
_12_2_21_3,4930,1070,4,1m0,EMPTY,,
_12_2_22_3,4985,1015,4,1m0,EMPTY,,
_12_2_23_3,5135,865,4,,,,
_12_2_24_3,5150,850,4,,,,
_12_2_25_3,5295,705,4,,,,
_12_2_26_3,5535,465,4,,,,
_12_2_27_3,5750,250,4,,,,
_12_2_28_3,5780,220,4,,,,
_12_2_29_3,5995,5,4,,,,
_13_14_2_3,4500,1500,4,1m5,EMPTY,,
_13_15_2_3,4500,1500,4,1m5,EMPTY,,
_13_16_2_3,4500,1500,4,1m5,EMPTY,,
_13_17_2_3,4500,1500,4,1m5,EMPTY,,
_13_18_2_3,4500,1500,4,1m5,EMPTY,,
_13_19_2_3,4740,1260,4,1m0,EMPTY,,
_13_2_20_3,4795,1205,4,1m0,EMPTY,,
_13_2_21_3,4930,1070,4,1m0,EMPTY,,
_13_2_22_3,4985,1015,4,1m0,EMPTY,,
_13_2_23_3,5135,865,4,,,,
_13_2_24_3,5150,850,4,,,,
_13_2_25_3,5295,705,4,,,,
_13_2_26_3,5535,465,4,,,,
_13_2_27_3,5750,250,4,,,,
_13_2_28_3,5780,220,4,,,,
_13_2_29_3,5995,5,4,,,,
_14_15_2_3,4500,1500,4,1m5,EMPTY,,
_14_16_2_3,4500,1500,4,1m5,EMPTY,,
_14_17_2_3,4500,1500,4,1m5,EMPTY,,
_14_18_2_3,4500,1500,4,1m5,EMPTY,,
_14_19_2_3,4740,1260,4,1m0,EMPTY,,
_14_2_20_3,4795,1205,4,1m0,EMPTY,,
_14_2_21_3,4930,1070,4,1m0,EMPTY,,
_14_2_22_3,4985,1015,4,1m0,EMPTY,,
_14_2_23_3,5135,865,4,,,,
_14_2_24_3,5150,850,4,,,,
_14_2_25_3,5295,705,4,,,,
_14_2_26_3,5535,465,4,,,,
_14_2_27_3,5750,250,4,,,,
_14_2_28_3,5780,220,4,,,,
_14_2_29_3,5995,5,4,,,,
_15_16_2_3,4500,1500,4,1m5,EMPTY,,
_15_17_2_3,4500,1500,4,1m5,EMPTY,,
_15_18_2_3,4500,1500,4,1m5,EMPTY,,
_15_19_2_3,4740,1260,4,1m0,EMPTY,,
_15_2_20_3,4795,1205,4,1m0,EMPTY,,
_15_2_21_3,4930,1070,4,1m0,EMPTY,,
_15_2_22_3,4985,1015,4,1m0,EMPTY,,
_15_2_23_3,5135,865,4,,,,
_15_2_24_3,5150,850,4,,,,
_15_2_25_3,5295,705,4,,,,
_15_2_26_3,5535,465,4,,,,
_15_2_27_3,5750,250,4,,,,
_15_2_28_3,5780,220,4,,,,
_15_2_29_3,5995,5,4,,,,
_16_17_2_3,4500,1500,4,1m5,EMPTY,,
_16_18_2_3,4500,1500,4,1m5,EMPTY,,
_16_19_2_3,4740,1260,4,1m0,EMPTY,,
_16_2_20_3,4795,1205,4,1m0,EMPTY,,
_16_2_21_3,4930,1070,4,1m0,EMPTY,,
_16_2_22_3,4985,1015,4,1m0,EMPTY,,
_16_2_23_3,5135,865,4,,,,
_16_2_24_3,5150,850,4,,,,
_16_2_25_3,5295,705,4,,,,
_16_2_26_3,5535,465,4,,,,
_16_2_27_3,5750,250,4,,,,
_16_2_28_3,5780,220,4,,,,
_16_2_29_3,5995,5,4,,,,
_17_18_2_3,4500,1500,4,1m5,EMPTY,,
_17_19_2_3,4740,1260,4,1m0,EMPTY,,
_17_2_20_3,4795,1205,4,1m0,EMPTY,,
_17_2_21_3,4930,1070,4,1m0,EMPTY,,
_17_2_22_3,4985,1015,4,1m0,EMPTY,,
_17_2_23_3,5135,865,4,,,,
_17_2_24_3,5150,850,4,,,,
_17_2_25_3,5295,705,4,,,,
_17_2_26_3,5535,465,4,,,,
_17_2_27_3,5750,250,4,,,,
_17_2_28_3,5780,220,4,,,,
_17_2_29_3,5995,5,4,,,,
_18_19_2_3,4740,1260,4,1m0,EMPTY,,
_18_2_20_3,4795,1205,4,1m0,EMPTY,,
_18_2_21_3,4930,1070,4,1m0,EMPTY,,
_18_2_22_3,4985,1015,4,1m0,EMPTY,,
_18_2_23_3,5135,865,4,,,,
_18_2_24_3,5150,850,4,,,,
_18_2_25_3,5295,705,4,,,,
_18_2_26_3,5535,465,4,,,,
_18_2_27_3,5750,250,4,,,,
_18_2_28_3,5780,220,4,,,,
_18_2_29_3,5995,5,4,,,,
_19_2_20_3,5035,965,4,,,,
_19_2_21_3,5170,830,4,,,,
_19_2_22_3,5225,775,4,,,,
_19_2_23_3,5375,625,4,,,,
_19_2_24_3,5390,610,4,,,,
_19_2_25_3,5535,465,4,,,,
_19_2_26_3,5775,225,4,,,,
_19_2_27_3,5990,10,4,,,,
_2_20_21_3,5225,775,4,,,,
_2_20_22_3,5280,720,4,,,,
_2_20_23_3,5430,570,4,,,,
_2_20_24_3,5445,555,4,,,,
_2_20_25_3,5590,410,4,,,,
_2_20_26_3,5830,170,4,,,,
_2_21_22_3,5415,585,4,,,,
_2_21_23_3,5565,435,4,,,,
_2_21_24_3,5580,420,4,,,,
_2_21_25_3,5725,275,4,,,,
_2_21_26_3,5965,35,4,,,,
_2_22_23_3,5620,380,4,,,,
_2_22_24_3,5635,365,4,,,,
_2_22_25_3,5780,220,4,,,,
_2_23_24_3,5785,215,4,,,,
_2_23_25_3,5930,70,4,,,,
_2_24_25_3,5945,55,4,,,,
_2_4_5_6,4210,1790,4,1m5,EMPTY,,
_2_4_5_7,4270,1730,4,1m5,EMPTY,,
_2_4_5_8,4280,1720,4,1m5,EMPTY,,
_2_4_5_9,4295,1705,4,1m5,EMPTY,,
_10_2_4_5,4295,1705,4,1m5,EMPTY,,
_11_2_4_5,4295,1705,4,1m5,EMPTY,,
_12_2_4_5,4295,1705,4,1m5,EMPTY,,
_13_2_4_5,4295,1705,4,1m5,EMPTY,,
_14_2_4_5,4295,1705,4,1m5,EMPTY,,
_15_2_4_5,4295,1705,4,1m5,EMPTY,,
_16_2_4_5,4295,1705,4,1m5,EMPTY,,
_17_2_4_5,4295,1705,4,1m5,EMPTY,,
_18_2_4_5,4295,1705,4,1m5,EMPTY,,
_19_2_4_5,4535,1465,4,1m0,EMPTY,,
_2_20_4_5,4590,1410,4,1m0,EMPTY,,
_2_21_4_5,4725,1275,4,1m0,EMPTY,,
_2_22_4_5,4780,1220,4,1m0,EMPTY,,
_2_23_4_5,4930,1070,4,1m0,EMPTY,,
_2_24_4_5,4945,1055,4,1m0,EMPTY,,
_2_25_4_5,5090,910,4,,,,
_2_26_4_5,5330,670,4,,,,
_2_27_4_5,5545,455,4,,,,
_2_28_4_5,5575,425,4,,,,
_2_29_4_5,5790,210,4,,,,
_2_30_4_5,5850,150,4,,,,
_2_31_4_5,5925,75,4,,,,
_2_4_6_7,4390,1610,4,1m5,EMPTY,,
_2_4_6_8,4400,1600,4,1m5,EMPTY,,
_2_4_6_9,4415,1585,4,1m5,EMPTY,,
_10_2_4_6,4415,1585,4,1m5,EMPTY,,
_11_2_4_6,4415,1585,4,1m5,EMPTY,,
_12_2_4_6,4415,1585,4,1m5,EMPTY,,
_13_2_4_6,4415,1585,4,1m5,EMPTY,,
_14_2_4_6,4415,1585,4,1m5,EMPTY,,
_15_2_4_6,4415,1585,4,1m5,EMPTY,,
_16_2_4_6,4415,1585,4,1m5,EMPTY,,
_17_2_4_6,4415,1585,4,1m5,EMPTY,,
_18_2_4_6,4415,1585,4,1m5,EMPTY,,
_19_2_4_6,4655,1345,4,1m0,EMPTY,,
_2_20_4_6,4710,1290,4,1m0,EMPTY,,
_2_21_4_6,4845,1155,4,1m0,EMPTY,,
_2_22_4_6,4900,1100,4,1m0,EMPTY,,
_2_23_4_6,5050,950,4,,,,
_2_24_4_6,5065,935,4,,,,
_2_25_4_6,5210,790,4,,,,
_2_26_4_6,5450,550,4,,,,
_2_27_4_6,5665,335,4,,,,
_2_28_4_6,5695,305,4,,,,
_2_29_4_6,5910,90,4,,,,
_2_30_4_6,5970,30,4,,,,
_2_4_7_8,4460,1540,4,1m5,EMPTY,,
_2_4_7_9,4475,1525,4,1m5,EMPTY,,
_10_2_4_7,4475,1525,4,1m5,EMPTY,,
_11_2_4_7,4475,1525,4,1m5,EMPTY,,
_12_2_4_7,4475,1525,4,1m5,EMPTY,,
_13_2_4_7,4475,1525,4,1m5,EMPTY,,
_14_2_4_7,4475,1525,4,1m5,EMPTY,,
_15_2_4_7,4475,1525,4,1m5,EMPTY,,
_16_2_4_7,4475,1525,4,1m5,EMPTY,,
_17_2_4_7,4475,1525,4,1m5,EMPTY,,
_18_2_4_7,4475,1525,4,1m5,EMPTY,,
_19_2_4_7,4715,1285,4,1m0,EMPTY,,
_2_20_4_7,4770,1230,4,1m0,EMPTY,,
_2_21_4_7,4905,1095,4,1m0,EMPTY,,
_2_22_4_7,4960,1040,4,1m0,EMPTY,,
_2_23_4_7,5110,890,4,,,,
_2_24_4_7,5125,875,4,,,,
_2_25_4_7,5270,730,4,,,,
_2_26_4_7,5510,490,4,,,,
_2_27_4_7,5725,275,4,,,,
_2_28_4_7,5755,245,4,,,,
_2_29_4_7,5970,30,4,,,,
_2_4_8_9,4485,1515,4,1m5,EMPTY,,
_10_2_4_8,4485,1515,4,1m5,EMPTY,,
_11_2_4_8,4485,1515,4,1m5,EMPTY,,
_12_2_4_8,4485,1515,4,1m5,EMPTY,,
_13_2_4_8,4485,1515,4,1m5,EMPTY,,
_14_2_4_8,4485,1515,4,1m5,EMPTY,,
_15_2_4_8,4485,1515,4,1m5,EMPTY,,
_16_2_4_8,4485,1515,4,1m5,EMPTY,,
_17_2_4_8,4485,1515,4,1m5,EMPTY,,
_18_2_4_8,4485,1515,4,1m5,EMPTY,,
_19_2_4_8,4725,1275,4,1m0,EMPTY,,
_2_20_4_8,4780,1220,4,1m0,EMPTY,,
_2_21_4_8,4915,1085,4,1m0,EMPTY,,
_2_22_4_8,4970,1030,4,1m0,EMPTY,,
_2_23_4_8,5120,880,4,,,,
_2_24_4_8,5135,865,4,,,,
_2_25_4_8,5280,720,4,,,,
_2_26_4_8,5520,480,4,,,,
_2_27_4_8,5735,265,4,,,,
_2_28_4_8,5765,235,4,,,,
_2_29_4_8,5980,20,4,,,,
_10_2_4_9,4500,1500,4,1m5,EMPTY,,
_11_2_4_9,4500,1500,4,1m5,EMPTY,,
_12_2_4_9,4500,1500,4,1m5,EMPTY,,
_13_2_4_9,4500,1500,4,1m5,EMPTY,,
_14_2_4_9,4500,1500,4,1m5,EMPTY,,
_15_2_4_9,4500,1500,4,1m5,EMPTY,,
_16_2_4_9,4500,1500,4,1m5,EMPTY,,
_17_2_4_9,4500,1500,4,1m5,EMPTY,,
_18_2_4_9,4500,1500,4,1m5,EMPTY,,
_19_2_4_9,4740,1260,4,1m0,EMPTY,,
_2_20_4_9,4795,1205,4,1m0,EMPTY,,
_2_21_4_9,4930,1070,4,1m0,EMPTY,,
_2_22_4_9,4985,1015,4,1m0,EMPTY,,
_2_23_4_9,5135,865,4,,,,
_2_24_4_9,5150,850,4,,,,
_2_25_4_9,5295,705,4,,,,
_2_26_4_9,5535,465,4,,,,
_2_27_4_9,5750,250,4,,,,
_2_28_4_9,5780,220,4,,,,
_2_29_4_9,5995,5,4,,,,
_10_11_2_4,4500,1500,4,1m5,EMPTY,,
_10_12_2_4,4500,1500,4,1m5,EMPTY,,
_10_13_2_4,4500,1500,4,1m5,EMPTY,,
_10_14_2_4,4500,1500,4,1m5,EMPTY,,
_10_15_2_4,4500,1500,4,1m5,EMPTY,,
_10_16_2_4,4500,1500,4,1m5,EMPTY,,
_10_17_2_4,4500,1500,4,1m5,EMPTY,,
_10_18_2_4,4500,1500,4,1m5,EMPTY,,
_10_19_2_4,4740,1260,4,1m0,EMPTY,,
_10_2_20_4,4795,1205,4,1m0,EMPTY,,
_10_2_21_4,4930,1070,4,1m0,EMPTY,,
_10_2_22_4,4985,1015,4,1m0,EMPTY,,
_10_2_23_4,5135,865,4,,,,
_10_2_24_4,5150,850,4,,,,
_10_2_25_4,5295,705,4,,,,
_10_2_26_4,5535,465,4,,,,
_10_2_27_4,5750,250,4,,,,
_10_2_28_4,5780,220,4,,,,
_10_2_29_4,5995,5,4,,,,
_11_12_2_4,4500,1500,4,1m5,EMPTY,,
